,text,code,party,label,party_code
2127,"Because the Caribbean is an important region to our country, we will continue to support robust trade and economic relationships with our partners there.",407,D,protectionism -,0
2128,"And, across the region, we are moving ahead with “open skies” agreements to expand opportunities for commercial aviation and to bring our people and businesses closer together.",407,D,protectionism -,0
2129,"We have also worked to ensure that American businesses and workers are competing on an even footing with our international competitors, and we have not hesitated to take action.",407,D,protectionism -,0
2130,That’s why the Obama administration has brought trade cases against China at twice the rate of the previous administration,406,D,protectionism +,0
2131,"and recently set up a new Interagency Trade Enforcement Center, which substantially expands our ability to investigate and take action against unfair trade practices around the world.",407,D,protectionism -,0
2132,"Advancing Global Development. President Obama recognizes that promoting global development is a strategic, economic, and moral imperative for the United States.",107,D,internationalism +,0
2133,Development expands markets for American products and creates American jobs.,407,D,protectionism -,0
2134,"Strong and prosperous regional partners are critical to addressing global challenges,",107,D,internationalism +,0
2135,"ending regional conflicts,",106,D,peace,0
2136,and countering the spread of global criminal networks.,605,D,law and order +,0
2137,"And good governance and stability cannot take root, and basic human dignity cannot be protected, where poverty reigns and people lack access to the food, basic education, clean water, and medicine they need to survive.",201,D,freedom & human rights,0
2138,"For these reasons, the President this year announced a new strategy toward sub-Saharan Africa that commits to promoting economic growth, including through increased trade and investment.",410,D,economic growth +,0
2139,They are also why we are providing robust trade and investment support to Africa and building a trade and investment partnership with the countries of East Africa – because we believe that the private sector will be the engine of prosperity in the developing world.,407,D,protectionism -,0
2140,"The administration continues to work to promote opportunity and development in sub-Saharan Africa by improving the region’s trade competitiveness, encouraging economic diversification, and ensuring that the benefits from growth are broad-based.",410,D,economic growth +,0
2141,"Combating HIV/AIDS and Infectious Disease. Recognizing that health is a prerequisite for development, the President has made unprecedented progress in the global fight against HIV/AIDS and other infectious diseases.",705,D,minority groups,0
2142,"Building on the strong foundation created during the previous administration, the President’s Emergency Plan for AIDS Relief (PEPFAR) has expanded its prevention, care, and treatment programming.",504,D,welfare +,0
2143,"As a result, PEPFAR now has made significant investments in more than 30 countries, and we set a goal to roughly double the number of lifesaving anti-retroviral treatments we provide by the end of 2013.",504,D,welfare +,0
2144,"With his latest budget, the President is fulfilling his historic commitment to request $4 billion over three years for the Global Fund,",705,D,minority groups,0
2145,and the President remains committed to robust funding for PEPFAR and the Global Fund in the future.,504,D,welfare +,0
2146,"And President Obama lifted the 25-year ban that prevented non-citizens living with HIV from entering the United States, allowing the world’s largest group of HIV/AIDS researchers, policymakers, medical professionals, and advocates to convene in Washington to continue their efforts to improve prevention and treatment.",411,D,technology & infrastructure,0
2147,Our efforts to combat HIV/AIDS are part of a broader commitment to address the challenges posed by infectious disease.,705,D,minority groups,0
2148,"Over the past four years, the administration has leveraged billions of dollars in commitments from donors to meet the demand for new vaccines, making it possible to immunize millions of children and prevent premature deaths.",705,D,minority groups,0
2149,Ensuring Food Security. The President and the Democratic Party believe that true development requires much more than delivering aid – it requires building the capacity of governments and peoples so that assistance is no longer needed.,202,D,democracy,0
2150,"That is why the administration through its Feed the Future initiative has, with the G-8 and other countries, mobilized more than $22 billion for a global food security effort aimed at building the capacity of nations to feed themselves.",706,D,non-economic demographic groups,0
2151,"This year, the President launched the next phase of this global effort – a major new food security partnership to reduce hunger and lift tens of millions of people from poverty across Africa.",706,D,non-economic demographic groups,0
2152,"These efforts partner with African countries to improve nutrition for children,",706,D,non-economic demographic groups,0
2153,"mitigate risks from volatile food prices,",403,D,market regulation,0
2154,"increase private capital investments,",408,D,economic goals,0
2155,"expand access to technologies and information required to boost food production,",411,D,technology & infrastructure,0
2156,and provide greater assistance to countries that implement agricultural reforms.,703,D,agriculture +,0
2157,"Responding to Humanitarian Crises. Together with the American people and the international community, we will continue to respond to humanitarian crises around the globe.",107,D,internationalism +,0
2158,"We will come to the aid of countries during their times of need, just as we did following the 2011 earthquake, tsunami, and Fukushima nuclear disaster in Japan.",107,D,internationalism +,0
2159,"And as we did in the aftermath of Haiti’s catastrophic earthquake in January 2010, we will provide critical aid to countries facing devastating circumstances to meet their acute short-term needs and foster long-term recovery.",107,D,internationalism +,0
2160,"The President led an unprecedented international effort in response to Haiti’s natural disaster, committing over $3.1 billion to relief, reconstruction, and recovery, and launching a multifaceted effort to improve health, promote food security, and strengthen economic security.",107,D,internationalism +,0
2161,"While major challenges remain, President Obama has supported a sustained commitment to Haiti’s reconstruction, and the administration has continued to assist in Haiti’s development.",107,D,internationalism +,0
2162,America’s unrivaled military capabilities represent a second core pillar of our global leadership.,104,D,military +,0
2163,"After more than a decade of war, we have an opportunity to retool our armed forces and our defense strategy to ensure we both maintain the world’s most capable military and adapt to the challenges of the 21st century.",104,D,military +,0
2164,"The President and the Democratic Party understand that we have a special obligation to every soldier, sailor, airman, Marine, and Coast Guardsman who puts their life on the line for our nation.",104,D,military +,0
2165,We must send them into harm’s way only when it’s absolutely necessary.,105,D,military -,0
2166,"When we do, we must ensure they have the equipment and the support that they need to get the job done.",104,D,military +,0
2167,"And we have to take care of our troops, their families, and our veterans when they come home.",104,D,military +,0
2168,Eleven years of continuous military operations and repeated deployments to Iraq and Afghanistan have stretched our forces and strained their families.,105,D,military -,0
2169,"Going forward, our troops will face fewer deployments, allowing them more time to train and ensuring that they are ready for the full range of missions they may have to face.",104,D,military +,0
2170,"In our current fiscal environment, we must also make tough budgetary decisions across the board – and that includes within the defense budget.",105,D,military -,0
2171,"The Budget Control Act enacted by Congress last year, with the support of Republicans and Democrats alike, mandates reductions in federal spending, including defense spending.",105,D,military -,0
2172,"The administration has worked with Congress to make these decisions, which has been a strategy-driven process.",105,D,military -,0
2173,As we look beyond the wars in Iraq and Afghanistan – and the conclusion of long-term nation-building with large military footprints – we will be able to ensure our security with a more agile and more flexible force.,104,D,military +,0
2174,"At the same time, we will continue to emphasize forward engagement in critical regions,",104,D,military +,0
2175,while enhancing robust security partnerships to share the burden.,107,D,internationalism +,0
2176,And we will continue to get rid of outdated Cold War-era systems so that we can invest in cutting-edge technologies and maintain a versatile set of capabilities required to execute a wide range of military missions.,105,D,military -,0
2177,America’s leadership extends beyond our economic prosperity and military might – it is also rooted in our enduring commitment to advancing a core set of universal values.,201,D,freedom & human rights,0
2178,"These include an individual’s freedom to speak their mind, assemble without fear, have access to information, worship as they please, and choose their own leaders.",201,D,freedom & human rights,0
2179,"They also include dignity, tolerance, and equality among all people, and the fair and equitable administration of justice.",201,D,freedom & human rights,0
2180,"The United States was founded upon a belief in these values, and people of every race, region, and religion around the globe have claimed these principles as their own.",201,D,freedom & human rights,0
2181,"The President and the Democratic Party believe that nations that embrace these values for their citizens are ultimately more prosperous, peaceful, and friendly to the United States than those that do not.",201,D,freedom & human rights,0
2182,"Staying True to Our Values at Home. We must always seek to uphold these values at home, not just when it is easy, but, more importantly, when it is hard.",601,D,national way of life +,0
2183,"Advancing our interests may involve new actions and policies to confront threats like terrorism, but the President and the Democratic Party believe these practices must always be in line with our Constitution,",203,D,constitution +,0
2184,"preserve our people’s privacy and civil liberties,",201,D,freedom & human rights,0
2185,and withstand the checks and balances that have served us so well.,202,D,democracy,0
2186,That is why the President banned torture without exception in his first week in office.,201,D,freedom & human rights,0
2187,That is why we are reforming military commissions to bring them in line with the rule of law.,202,D,democracy,0
2188,That is why we are substantially reducing the population at Guantánamo Bay without adding to it.,201,D,freedom & human rights,0
2189,And we remain committed to working with all branches of government to close the prison altogether because it is inconsistent with our national security interests and our values.,201,D,freedom & human rights,0
2190,"Standing With Those Demanding Greater Freedom. As we continue to perfect our union here at home, setting an example for others to follow, we will also continue to champion universal rights abroad.",201,D,freedom & human rights,0
2191,"We recognize that different cultures and traditions give life to these values in distinct ways,",201,D,freedom & human rights,0
2192,and each country will inevitably chart its own course.,103,D,anti-imperalism,0
2193,America will not impose any system of government on another country.,103,D,anti-imperalism,0
2194,But we also know that the sovereignty of nations cannot strangle the liberty of individuals.,201,D,freedom & human rights,0
2195,"So as people around the world yearn for greater freedom, we will continue to support progress toward more accountable, democratic governance",202,D,democracy,0
2196,and the exercise of universal rights.,201,D,freedom & human rights,0
2197,"We will do so through a variety of means: by speaking out for universal rights,",201,D,freedom & human rights,0
2198,"bolstering fragile democracies and civil society,",202,D,democracy,0
2199,and supporting the dignity that comes with development.,107,D,internationalism +,0
2200,"Across the Middle East and North Africa, we have stood with the people demanding political change and seeking their rights during the Arab Spring.",201,D,freedom & human rights,0
2201,"Since the beginning of the protests in Tunisia, the United States has consistently opposed violence against innocent civilians,",201,D,freedom & human rights,0
2202,"supported a set of universal rights for the people of the region,",201,D,freedom & human rights,0
2203,and supported processes of political and economic reform.,202,D,democracy,0
2204,"When the Egyptian people flooded Tahrir Square in Cairo demanding democracy, the administration actively engaged the Egyptian government, military, and people in support of a transition away from decades of dictatorship and towards democracy.",202,D,democracy,0
2205,"In Libya, we built an international coalition and intervened alongside NATO and other partner nations to protect the Libyan people and support them as they ended Muammar Qadhafi’s brutal reign.",107,D,internationalism +,0
2206,"In Iran, President Obama spoke out in support of the prodemocracy protestors and imposed human rights sanctions on the Iranian government.",202,D,democracy,0
2207,"In Yemen, we worked with Gulf Cooperation Council states to facilitate a peaceful transition of power.",202,D,democracy,0
2208,"And in Syria, we have led the international community to politically and economically isolate the regime, to increase pressure on President Assad to step down,",107,D,internationalism +,0
2209,and to provide assistance to unify the Syrian opposition in order to enable a stable transition.,202,D,democracy,0
2210,"Moving forward, we will work to hasten the end of the Assad regime and support a political transition to a stable and democratic Syria.",202,D,democracy,0
2211,"We will continue to support the consolidation of democratic transitions in Egypt, Libya, Tunisia, and Yemen.",202,D,democracy,0
2212,And we will engage governments and civil society across the region on behalf of genuine efforts to promote political and economic reforms that are responsive to the people of the region.,202,D,democracy,0
2213,"The Arab Spring represents the world’s most sweeping recent movement toward democracy, but it is not an isolated case.",202,D,democracy,0
2214,"Across the globe, people are demanding more from their governments – and, when they do, they will continue to find support and partnership in the United States.",202,D,democracy,0
2215,"For example, in Burma, we successfully employed a combination of sanctions and engagement to encourage the government to open up political space and release political prisoners.",202,D,democracy,0
2216,"Our historic opening to Burma will continue to incentivize a democratic transition, a deeper engagement with the United States, and national reconciliation among Burma’s many different ethnic groups.",202,D,democracy,0
2217,"And because human rights violations persist, we will continue to speak clearly about the additional steps that must be taken for the government of Burma to have a better relationship with the United States.",201,D,freedom & human rights,0
2218,"In Africa, the administration engaged to ensure a legitimate transfer of power in Cote d’Ivoire, supported the independence of South Sudan, and remains actively involved in resolving the issues between Sudan and South Sudan.",202,D,democracy,0
2219,"In the Americas, we see vibrant democracies in countries from Mexico to Brazil and Costa Rica to Chile.",202,D,democracy,0
2220,We have also seen historic peaceful transfers of power in places like El Salvador and Uruguay.,202,D,democracy,0
2221,"Yet despite the region’s democratic progress, stark inequalities in political and economic power endure.",201,D,freedom & human rights,0
2222,We will continue to press for more transparent and accountable governance.,202,D,democracy,0
2223,And we will promote greater freedom in Cuba and Venezuela until all their citizens enjoy the universal rights they deserve.,201,D,freedom & human rights,0
2224,"Under President Obama, we have undertaken the most significant efforts in decades to engage the Cuban people.",107,D,internationalism +,0
2225,We have focused on the importance of the family ties between Cuban Americans and their relatives still living under oppression.,607,D,multiculturalism +,0
2226,"Because of steps the President has taken, it is now possible for Cuban Americans to visit and support their families in Cuba, and to send remittances that reduce the Cuban people’s dependence on the Cuban state.",0,D,,0
2227,"We have taken additional steps to bolster Cuban civil society, expanding purposeful exchanges that bolster independent religious groups on the island and enhancing the free flow of information to, from, and among the Cuban people.",201,D,freedom & human rights,0
2228,Going forward we will continue to support the Cuban people’s desire to freely determine their own future.,202,D,democracy,0
2229,"Promoting Transparent, Accountable Governance and the Rule of Law. To promote transparent and accountable government worldwide, we joined with Brazil to launch and co-chair the international Open Government Partnership.",202,D,democracy,0
2230,"Fifty-five countries now belong to the partnership – representing a quarter of the world’s people – each of which has outlined concrete, credible steps to open the work of government so citizens are empowered, problems are solved, and democracy is strengthened.",107,D,internationalism +,0
2231,The President and Democrats know that a commitment to the rule of law and effective judicial institutions are essential to sustainable economic development and must remain a core American value in the years to come.,416,D,anti-growth economy +,0
2232,That is why the Obama administration has successfully pressed for international action against government corruption through the G-20,304,D,political corruption,0
2233,and promoted new initiatives to help countries develop stronger judicial institutions.,202,D,democracy,0
2234,"Because the public’s rights, freedoms, and access to economic opportunity depend on the rule of law, we will continue to work in partnership with our allies to promote this important value around the world.",202,D,democracy,0
2235,"Standing up for Women’s Rights Around the Globe. As we work to advance universal values and human dignity, the President and the Democratic Party understand the critical importance of expanding protections and opportunities for women and girls around the world.",706,D,non-economic demographic groups,0
2236,"Ensuring full equality and providing women and girls the opportunity to learn, earn a livable wage, and participate in public decision-making are essential to reduce violence, improve economies, and strengthen democracy.",503,D,equality +,0
2237,"To continue to make progress at home and advance women’s rights and opportunities abroad, we will urge ratification of the Convention for the Elimination of All Forms of Discrimination Against Women.",503,D,equality +,0
2238,"President Obama, Secretary of State Hillary Rodham Clinton, and the State Department are committed to advancing the rights of women and girls as a central focus of U.S. diplomatic, development, and defense interests.",503,D,equality +,0
2239,We will continue to promote the full engagement of women in the political and economic spheres.,503,D,equality +,0
2240,"We will work to address underlying socio-economic problems, including women’s access to health, education, and food security.",706,D,non-economic demographic groups,0
2241,And we will ensure that women are equal participants in reconciliation and development in areas affected by conflict.,706,D,non-economic demographic groups,0
2242,"President Obama and the Democratic Party are committed to supporting family planning around the globe to help women care for their families, support their communities, and lead their countries to be healthier and more productive.",603,D,traditional morality +,0
2243,"That’s why, in his first month in office, President Obama overturned the “global gag rule,” a ban on federal funds to foreign family planning organizations that provided information about, counseling on, or offered abortions.",604,D,traditional morality -,0
2244,And that is why the administration has supported lifesaving family planning health information and services.,604,D,traditional morality -,0
2245,"Combating Human Trafficking. Some 27 million women, men, and children around the world are victims of human trafficking.",0,D,,0
2246,"The President and the Democratic Party believe that trafficking in persons is both an affront to our fundamental values and,",201,D,freedom & human rights,0
2247,"as a source of funds for transnational criminals and terrorist organization, a threat to national and international security.",605,D,law and order +,0
2248,"The Obama administration has used bilateral and multilateral diplomacy, targeted foreign assistance, training programs, public outreach, and law enforcement to combat trafficking in persons across the globe.",107,D,internationalism +,0
2249,"The administration has continued to provide annual assessments of the strengths and weaknesses of foreign governments’ efforts to address the issue, encouraging all countries to do more and calling out countries that have failed to do enough.",107,D,internationalism +,0
2250,"And the administration has provided technical assistance to improve law enforcement and grants to support grassroots prevention efforts around the world targeting sex and labor trafficking, child sex tourism, forced child labor, and other abuses.",605,D,law and order +,0
2251,"The administration is also committed to taking action at home to fight trafficking, including the sex trafficking of young girls.",605,D,law and order +,0
2252,"Gay Rights as Human Rights. Recognizing that gay rights are human rights, the President and his administration have vowed to actively combat efforts by other nations that criminalize homosexual conduct or ignore abuse.",604,D,traditional morality -,0
2253,"Under the Obama administration, American diplomats must raise the issue wherever harassment or abuse arises, and they are required to record it in the State Department’s annual report on human rights.",604,D,traditional morality -,0
2254,"And the State Department is funding a program that finances gay rights organizations to combat discrimination, violence, and other abuses.",604,D,traditional morality -,0
2255,"Internet Freedom. The Obama administration has led the world to recognize and defend Internet freedom – the freedom of expression, assembly, and association online for people everywhere – through coalitions of countries and by empowering individuals with innovative technologies.",201,D,freedom & human rights,0
2256,"The administration has built partnerships to support an Internet that is secure and reliable and that is respectful of U.S. intellectual property, free flow of information, and privacy.",201,D,freedom & human rights,0
2257,"To preserve the Internet as a platform for commerce, debate, learning, and innovation in the 21st century, we successfully negotiated international Internet policymaking principles,",107,D,internationalism +,0
2258,"support the current multi-stakeholder approach to Internet governance,",0,D,,0
2259,and oppose the extension of intergovernmental controls over the Internet.,201,D,freedom & human rights,0
2260,"Through all these actions, America is leading again.",601,D,national way of life +,0
2261,"By responsibly ending the wars,",105,D,military -,0
2262,"rebalancing our foreign policy,",107,D,internationalism +,0
2263,"taking concrete steps to address the greatest threats to our country,",104,D,military +,0
2264,"cooperating with allies and partners to tackle common challenges,",107,D,internationalism +,0
2265,"reinvigorating international institutions,",107,D,internationalism +,0
2266,"and sustaining and building the core pillars of U.S. leadership,",601,D,national way of life +,0
2267,President Obama and the Democratic Party have worked to ensure that the 21st century remains an American one.,601,D,national way of life +,0
2268,"That is why we are stronger abroad, and safer and more secure at home, than we were four years ago.",601,D,national way of life +,0
2269,The United States continues to move forward towards a future of strong and sustained growth.,601,D,national way of life +,0
2270,"Thanks to the leadership of President Obama and Democrats around the country, we’re fighting back from the deepest economic crisis since the Great Depression by making investments to create jobs,",701,D,labour groups +,0
2271,"grow the middle class,",704,D,middle class and prof. groups,0
2272,"and lay the foundations for an economy that out-educates, out-builds, and out-innovates the rest of the world.",601,D,national way of life +,0
2273,"Today, America is both stronger and safer than it was four years ago.",601,D,national way of life +,0
2274,"Now, we must continue the work we’ve started so that the United States of America never fails to meet the tests of our time.",601,D,national way of life +,0
2275,"In 2016, Democrats meet in Philadelphia with the same basic belief that animated the Continental Congress when they gathered here 240 years ago: Out of many, we are one.",601.1,D,national way of life: general +,0
2276,"Under President Obama’s leadership,",305.1,D,political authority: party competence,0
2277,"and thanks to the hard work and determination of the American people, we have come a long way from the Great Recession and the Republican policies that triggered it.",601.1,D,national way of life: general +,0
2278,American businesses have now added 14.8 million jobs since private-sector job growth turned positive in early 2010.,410,D,economic growth +,0
2279,Twenty million people have gained health insurance coverage.,504,D,welfare +,0
2280,The American auto industry just had its best year ever.,410,D,economic growth +,0
2281,"And we are getting more of our energy from the sun and wind, and importing less oil from overseas.",501,D,environmentalism +,0
2282,But too many Americans have been left out and left behind.,503,D,equality +,0
2283,They are working longer hours with less security.,403,D,market regulation,0
2284,Wages have barely budged,403,D,market regulation,0
2285,"and the racial wealth gap remains wide,",503,D,equality +,0
2286,while the cost of everything from childcare to a college education has continued to rise.,403,D,market regulation,0
2287,"And for too many families, the dream of homeownership is out of reach.",401,D,free market economy,0
2288,"As working people struggle, the top one percent accrues more wealth and more power.",403,D,market regulation,0
2289,Republicans in Congress have chosen gridlock and dysfunction over trying to find solutions to the real challenges we face.,305.1,D,political authority: party competence,0
2290,It’s no wonder that so many feel like the system is rigged against them.,403,D,market regulation,0
2291,"Democrats believe that cooperation is better than conflict,",601.1,D,national way of life: general +,0
2292,"unity is better than division,",601.1,D,national way of life: general +,0
2293,"empowerment is better than resentment,",503,D,equality +,0
2294,and bridges are better than walls.,503,D,equality +,0
2295,It’s a simple but powerful idea: we are stronger together.,601.1,D,national way of life: general +,0
2296,Democrats believe we are stronger when we have an economy that works for everyone,403,D,market regulation,0
2297,"—an economy that grows incomes for working people,",701,D,labour groups +,0
2298,"creates good-paying jobs,",701,D,labour groups +,0
2299,and puts a middle-class life within reach for more Americans.,503,D,equality +,0
2300,"Democrats believe we can spur more sustainable economic growth,",416.2,D,sustainability +,0
2301,which will create good-paying jobs and raise wages.,701,D,labour groups +,0
2302,"And we can have more economic fairness,",403,D,market regulation,0
2303,"so the rewards are shared broadly, not just with those at the top.",503,D,equality +,0
2304,"We need an economy that prioritizes long-term investment over short-term profit-seeking,",403,D,market regulation,0
2305,"rewards the common interest over self-interest,",403,D,market regulation,0
2306,and promotes innovation and entrepreneurship.,401,D,free market economy,0
2307,"We believe that today’s extreme level of income and wealth inequality—where the majority of the economic gains go to the top one percent and the richest 20 people in our country own more wealth than the bottom 150 million—makes our economy weaker,",403,D,market regulation,0
2308,"our communities poorer,",403,D,market regulation,0
2309,and our politics poisonous.,602.1,D,national way of life: general -,0
2310,And we know that our nation’s long struggle with race is far from over.,503,D,equality +,0
2311,"More than half a century after Rosa Parks sat and Dr. King marched and John Lewis bled, more than half a century after César Chávez, Dolores Huerta, and Larry Itliong organized, race still plays a significant role in determining who gets ahead in America and who gets left behind.",503,D,equality +,0
2312,We must face that reality and we must fix it.,503,D,equality +,0
2313,"We believe a good education is a basic right of all Americans, no matter what zip code they live in.",506,D,education +,0
2314,"We will end the school-to-prison pipeline and build a cradle-to-college pipeline instead, where every child can live up to his or her God-given potential.",506,D,education +,0
2315,We believe in helping Americans balance work and family without fear of punishment or penalty.,706,D,non-economic demographic groups,0
2316,We believe in at last guaranteeing equal pay for women.,503,D,equality +,0
2317,"And as the party that created Social Security, we believe in protecting every American’s right to retire with dignity.",504,D,welfare +,0
2318,"We firmly believe that the greed, recklessness, and illegal behavior on Wall Street must be brought to an end.",403,D,market regulation,0
2319,Wall Street must never again be allowed to threaten families and businesses on Main Street.,403,D,market regulation,0
2320,"Democrats believe we are stronger when we protect citizens’ right to vote, while stopping corporations’ outsized influence in elections.",403,D,market regulation,0
2321,"We will fight to end the broken campaign finance system,",403,D,market regulation,0
2322,"overturn the disastrous Citizens United decision,",403,D,market regulation,0
2323,"restore the full power of the Voting Rights Act,",503,D,equality +,0
2324,and return control of our elections to the American people.,201.1,D,freedom,0
2325,"Democrats believe that climate change poses a real and urgent threat to our economy, our national security, and our children’s health and futures,",501,D,environmentalism +,0
2326,and that Americans deserve the jobs and security that come from becoming the clean energy superpower of the 21st century.,416.2,D,sustainability +,0
2327,Democrats believe we are stronger and safer when America brings the world together and leads with principle and purpose.,107,D,internationalism +,0
2328,"We believe we should strengthen our alliances, not weaken them.",107,D,internationalism +,0
2329,We believe in the power of development and diplomacy.,107,D,internationalism +,0
2330,"We believe our military should be the best-trained, best-equipped fighting force in the world,",104,D,military +,0
2331,and that we must do everything we can to honor and support our veterans.,706,D,non-economic demographic groups,0
2332,"And we know that only the United States can mobilize common action on a truly global scale, to take on the challenges that transcend borders, from international terrorism to climate change to health pandemics.",107,D,internationalism +,0
2333,"Above all, Democrats are the party of inclusion.",503,D,equality +,0
2334,We know that diversity is not our problem—it is our promise.,607.1,D,multiculturalism: general +,0
2335,"As Democrats, we respect differences of perspective and belief, and pledge to work together to move this country forward, even when we disagree.",607.1,D,multiculturalism: general +,0
2336,"With this platform, we do not merely seek common ground—we strive to reach higher ground.",607.1,D,multiculturalism: general +,0
2337,We are proud of our heritage as a nation of immigrants.,602.2,D,national way of life: immigration +,0
2338,"We know that today’s immigrants are tomorrow’s teachers, doctors, lawyers, government leaders, soldiers, entrepreneurs, activists, PTA members, and pillars of our communities.",602.2,D,national way of life: immigration +,0
2339,"We believe in protecting civil liberties and guaranteeing civil rights and voting rights, women’s rights and workers’ rights, LGBT rights, and rights for people with disabilities.",503,D,equality +,0
2340,"We believe America is still, as Robert Kennedy said, “a great country, an unselfish country, and a compassionate country.”",601.1,D,national way of life: general +,0
2341,"These principles stand in sharp contrast to the Republicans,",305.1,D,political authority: party competence,0
2342,"who have nominated as the standard-bearer for their party and their candidate for President a man who seeks to appeal to Americans’ basest differences, rather than our better natures.",305.2,D,political authority: personal competence,0
2343,The stakes have been high in previous elections.,601.1,D,national way of life: general +,0
2344,"But in 2016, the stakes can be measured in human lives—in the number of immigrants who would be torn from their homes;",602.2,D,national way of life: immigration +,0
2345,in the number of faithful and peaceful Muslims who would be barred from even visiting our shores;,503,D,equality +,0
2346,in the number of allies alienated and dictators courted;,107,D,internationalism +,0
2347,in the number of Americans who would lose access to health care and see their rights ripped away.,504,D,welfare +,0
2348,This election is about more than Democrats and Republicans.,601.1,D,national way of life: general +,0
2349,"It is about who we are as a nation, and who we will be in the future.",601.1,D,national way of life: general +,0
2350,"Two hundred and forty years ago, in Philadelphia, we started a revolution of ideas and of action that continues to this day.",601.1,D,national way of life: general +,0
2351,"Since then, our union has been tested many times, through bondage and civil war, segregation and depression, two world wars and the threat of nuclear annihilation.",601.1,D,national way of life: general +,0
2352,Generations of Americans fought and marched and organized to widen the circle of opportunity and dignity—and we are fighting still.,601.1,D,national way of life: general +,0
2353,"Despite what some say, America is and has always been great—but not because it has been perfect.",601.1,D,national way of life: general +,0
2354,What makes America great is our unerring belief that we can make it better.,601.1,D,national way of life: general +,0
2355,"We can and we will build a more just economy,",403,D,market regulation,0
2356,"a more equal society,",503,D,equality +,0
2357,and a more perfect union—because we are stronger together.,601.1,D,national way of life: general +,0
2358,Raise Incomes and Restore Economic Security for the Middle Class,H,D,,0
2359,Democrats believe we must break down all the barriers holding Americans back,403,D,market regulation,0
2360,and restore the basic bargain that built America’s mighty middle class:,704,D,middle class and prof. groups,0
2361,"If you work hard and play by the rules, you can get ahead and stay ahead.",403,D,market regulation,0
2362,"The system is not working when we have a rigged economy in which ordinary Americans work longer hours for lower wages,",403,D,market regulation,0
2363,while most new income and wealth goes to the top one percent.,403,D,market regulation,0
2364,"Republican governors, legislatures, and their corporate allies have launched attack after attack on workers’ fundamental rights to organize and bargain collectively.",701,D,labour groups +,0
2365,"Too many Americans are living paycheck to paycheck,",503,D,equality +,0
2366,"and hallmarks of a middle class life—owning a home,",401,D,free market economy,0
2367,"having access to affordable and quality childcare,",403,D,market regulation,0
2368,retiring with dignity,706,D,non-economic demographic groups,0
2369,—feel out of reach.,403,D,market regulation,0
2370,It is no wonder so many Americans feel like the deck is stacked against them.,403,D,market regulation,0
2371,"The Democratic Party believes that supporting workers through higher wages,",701,D,labour groups +,0
2372,"workplace protections,",701,D,labour groups +,0
2373,"policies to balance work and family,",701,D,labour groups +,0
2374,and other investments will help rebuild the middle class for the 21st century.,403,D,market regulation,0
2375,Raising Workers’ Wages,H,D,,0
2376,Democrats believe that the current minimum wage is a starvation wage and must be increased to a living wage.,412,D,controlled economy,0
2377,No one who works full time should have to raise a family in poverty.,701,D,labour groups +,0
2378,We believe that Americans should earn at least $15 an hour,412,D,controlled economy,0
2379,and have the right to form or join a union,701,D,labour groups +,0
2380,"and will work in every way we can—in Congress and the federal government, in states and with the private sector—to reach this goal.",701,D,labour groups +,0
2381,"We should raise the federal minimum wage to $15 an hour over time and index it,",412,D,controlled economy,0
2382,"give all Americans the ability to join a union regardless of where they work,",701,D,labour groups +,0
2383,and create new ways for workers to have power in the economy so every worker can earn at least $15 an hour.,412,D,controlled economy,0
2384,We applaud the approaches taken by states like New York and California.,301,D,decentralisation,0
2385,We also support creating one fair wage for all workers by ending the sub-minimum wage for tipped workers and people with disabilities.,701,D,labour groups +,0
2386,"Democrats support a model employer executive order or some other vehicle to leverage federal dollars to support employers who provide their workers with a living wage,",701,D,labour groups +,0
2387,"good benefits,",701,D,labour groups +,0
2388,and the opportunity to form a union without reprisal.,701,D,labour groups +,0
2389,"The one trillion dollars spent annually by the government on contracts, loans, and grants should be used to support good jobs that rebuild the middle class.",410,D,economic growth +,0
2390,Protecting Workers’ Fundamental Rights,H,D,,0
2391,"The Democratic Party believes that when workers are strong, America is strong.",701,D,labour groups +,0
2392,"Democrats will make it easier for workers, public and private, to exercise their right to organize and join unions.",701,D,labour groups +,0
2393,"We will fight to pass laws that direct the National Labor Relations Board to certify a union if a simple majority of eligible workers sign valid authorization cards,",701,D,labour groups +,0
2394,as well as laws that bring companies to the negotiating table.,701,D,labour groups +,0
2395,We support binding arbitration to help workers who have voted to join a union reach a first contract.,701,D,labour groups +,0
2396,A major factor in the 40-year decline in the middle class is that the rights of workers to bargain collectively for better wages and benefits have been under attack at all levels.,701,D,labour groups +,0
2397,Donald Trump would make matters worse by creating a race to the bottom where the middle class is fighting over fewer and fewer good-paying jobs.,701,D,labour groups +,0
2398,"In fact, Trump rejected some attempts by his own employees to unionize",305.2,D,political authority: personal competence,0
2399,and has personally hired union-busting firms to undermine workers’ rights.,305.2,D,political authority: personal competence,0
2400,Democrats believe so-called “right to work” laws are wrong for workers—such as teachers and other public employees who serve our communities every day—and wrong for America.,701,D,labour groups +,0
2401,"We will continue to vigorously oppose those laws and other efforts that would eliminate dues check-off procedures,",701,D,labour groups +,0
2402,"roll-back prevailing wage standards,",701,D,labour groups +,0
2403,"abolish fair share requirements,",701,D,labour groups +,0
2404,"restrict the use of voluntary membership payments for political purposes,",701,D,labour groups +,0
2405,"attack seniority, restrict due process protections,",701,D,labour groups +,0
2406,and require annual recertification efforts.,701,D,labour groups +,0
